,topic,category 0,category 1,category 2,category 3,category 4,category 5
6562,Civilian fatality rate,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Civilian Casualty Rate,Civilian fatality rate,
6563,Civilian loss ratio,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Civilian Casualty Rate,Civilian loss ratio,
6564,Military Fatalities,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,,
6565,Combat Zone Deaths,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Combat Zone Deaths,
6566,Civilian Casualty Counts,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Combat Zone Deaths,Civilian Casualty Counts
6567,Non-Combatant Casualty Rates,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Combat Zone Deaths,Non-Combatant Casualty Rates
6568,Medical Infrastructure Strain,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Combat Zone Deaths,Medical Infrastructure Strain
6569,Operational Frequency,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Combat Zone Deaths,Operational Frequency
6570,Battlefield Fatalities,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Combat Zone Deaths,Battlefield Fatalities
6571,War Zone Casualties,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Combat Zone Deaths,War Zone Casualties
6572,Conflict Zone Deaths,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Combat Zone Deaths,Conflict Zone Deaths
6573,Military Engagement Deaths,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Combat Zone Deaths,Military Engagement Deaths
6574,Hostile Area Fatalities,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Combat Zone Deaths,Hostile Area Fatalities
6575,Combat-Related Deaths,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Combat Zone Deaths,Combat-Related Deaths
6576,Theater of War Deaths,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Combat Zone Deaths,Theater of War Deaths
6577,Armed Conflict Casualties,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Combat Zone Deaths,Armed Conflict Casualties
6578,Operational Deaths,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Combat Zone Deaths,Operational Deaths
6579,Engagement Fatalities,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Combat Zone Deaths,Engagement Fatalities
6580,Frontline Deaths,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Combat Zone Deaths,Frontline Deaths
6581,Combat Area Losses,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Combat Zone Deaths,Combat Area Losses
6582,Warfront Fatalities,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Combat Zone Deaths,Warfront Fatalities
6583,Soldier Loss Rates,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Soldier Loss Rates,
6584,Injury Rate among Soldiers,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Soldier Loss Rates,Injury Rate among Soldiers
6585,Soldier Morale Levels,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Soldier Loss Rates,Soldier Morale Levels
6586,Desertion Frequency,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Soldier Loss Rates,Desertion Frequency
6587,Recovery Time for Wounded Soldiers,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Soldier Loss Rates,Recovery Time for Wounded Soldiers
6588,Troop Casualty Rates,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Soldier Loss Rates,Troop Casualty Rates
6589,Military Fatality Rates,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Soldier Loss Rates,Military Fatality Rates
6590,Combatant Loss Statistics,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Soldier Loss Rates,Combatant Loss Statistics
6591,Service Member Attrition Rates,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Soldier Loss Rates,Service Member Attrition Rates
6592,Personnel Loss Metrics,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Soldier Loss Rates,Personnel Loss Metrics
6593,Warrior Death Rates,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Soldier Loss Rates,Warrior Death Rates
6594,Soldier Attrition Statistics,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Soldier Loss Rates,Soldier Attrition Statistics
6595,Military Loss Ratios,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Soldier Loss Rates,Military Loss Ratios
6596,Combat Casualty Figures,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Soldier Loss Rates,Combat Casualty Figures
6597,Troop Mortality Rates,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Soldier Loss Rates,Troop Mortality Rates
6598,Soldier Attrition Rates,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Soldier Loss Rates,Soldier Attrition Rates
6599,Military Personnel Losses,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Soldier Loss Rates,Military Personnel Losses
6600,Battlefield Casualty Rates,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Soldier Loss Rates,Battlefield Casualty Rates
6601,Combat deaths,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Combat deaths,
6602,Troop casualties,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Troop casualties,
6603,Service member fatalities,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Service member fatalities,
6604,War-related deaths,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,War-related deaths,
6605,Military losses,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Military losses,
6606,Soldier fatalities,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Soldier fatalities,
6607,Operational deaths,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Military Fatalities,Operational deaths,
6608,Non-Combatant Injuries,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,,
6609,Injury Severity Levels,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Injury Severity Levels,
6610,Fracture Occurrence Rates,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Injury Severity Levels,Fracture Occurrence Rates
6611,Trauma Severity Scores,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Injury Severity Levels,Trauma Severity Scores
6612,Wound Infection Rates,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Injury Severity Levels,Wound Infection Rates
6613,Recovery Time Durations,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Injury Severity Levels,Recovery Time Durations
6614,Trauma Severity Classification,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Injury Severity Levels,Trauma Severity Classification
6615,Injury Severity Scale,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Injury Severity Levels,Injury Severity Scale
6616,Injury Severity Index,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Injury Severity Levels,Injury Severity Index
6617,Trauma Level Assessment,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Injury Severity Levels,Trauma Level Assessment
6618,Injury Impact Levels,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Injury Severity Levels,Injury Impact Levels
6619,Wound Severity Ratings,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Injury Severity Levels,Wound Severity Ratings
6620,Injury Grading System,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Injury Severity Levels,Injury Grading System
6621,Trauma Severity Ratings,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Injury Severity Levels,Trauma Severity Ratings
6622,Injury Severity Categories,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Injury Severity Levels,Injury Severity Categories
6623,Injury Impact Assessment,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Injury Severity Levels,Injury Impact Assessment
6624,Trauma Severity Metrics,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Injury Severity Levels,Trauma Severity Metrics
6625,Injury Severity Determination,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Injury Severity Levels,Injury Severity Determination
6626,Injury Severity Evaluation,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Injury Severity Levels,Injury Severity Evaluation
6627,Civilian casualties,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Civilian casualties,
6628,Non-military injuries,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Non-military injuries,
6629,Non-combat injuries,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Non-combat injuries,
6630,Injuries to non-combatants,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Injuries to non-combatants,
6631,Civilian injuries,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Civilian injuries,
6632,Non-combat-related injuries,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Non-combat-related injuries,
6633,Injuries to civilians,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Non-Combatant Injuries,Injuries to civilians,
6634,Child Casualty Incidents,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,,
6635,School Displacement Incidents,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,School Displacement Incidents,
6636,Number of Displaced Students,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,School Displacement Incidents,Number of Displaced Students
6637,Frequency of School Attacks,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,School Displacement Incidents,Frequency of School Attacks
6638,Duration of Educational Disruption,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,School Displacement Incidents,Duration of Educational Disruption
6639,Relocation Sites for Displaced Schools,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,School Displacement Incidents,Relocation Sites for Displaced Schools
6640,Educational Disruption Events,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,School Displacement Incidents,Educational Disruption Events
6641,School Evacuation Incidents,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,School Displacement Incidents,School Evacuation Incidents
6642,Academic Relocation Cases,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,School Displacement Incidents,Academic Relocation Cases
6643,Campus Displacement Events,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,School Displacement Incidents,Campus Displacement Events
6644,Student Relocation Incidents,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,School Displacement Incidents,Student Relocation Incidents
6645,School Closure Events,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,School Displacement Incidents,School Closure Events
6646,Institutional Displacement Incidents,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,School Displacement Incidents,Institutional Displacement Incidents
6647,Educational Facility Disruption,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,School Displacement Incidents,Educational Facility Disruption
6648,School Relocation Events,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,School Displacement Incidents,School Relocation Events
6649,Academic Displacement Cases,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,School Displacement Incidents,Academic Displacement Cases
6650,Classroom Evacuation Incidents,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,School Displacement Incidents,Classroom Evacuation Incidents
6651,Learning Environment Disruptions,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,School Displacement Incidents,Learning Environment Disruptions
6652,School Emergency Evacuations,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,School Displacement Incidents,School Emergency Evacuations
6653,Childsoldier Recruitment Cases,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Childsoldier Recruitment Cases,
6654,Recruitment Age Range,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Childsoldier Recruitment Cases,Recruitment Age Range
6655,Recruitment Methods Employed,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Childsoldier Recruitment Cases,Recruitment Methods Employed
6656,Territory Affected by Recruitment,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Childsoldier Recruitment Cases,Territory Affected by Recruitment
6657,Child Soldier Enlistment Incidents,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Childsoldier Recruitment Cases,Child Soldier Enlistment Incidents
6658,Youth Combatant Recruitment Cases,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Childsoldier Recruitment Cases,Youth Combatant Recruitment Cases
6659,Minor Soldier Recruitment Reports,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Childsoldier Recruitment Cases,Minor Soldier Recruitment Reports
6660,Juvenile Fighter Enrollment Instances,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Childsoldier Recruitment Cases,Juvenile Fighter Enrollment Instances
6661,Adolescent Military Recruitment Cases,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Childsoldier Recruitment Cases,Adolescent Military Recruitment Cases
6662,Child Combatant Enlistment Scenarios,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Childsoldier Recruitment Cases,Child Combatant Enlistment Scenarios
6663,Underage Soldier Recruitment Events,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Childsoldier Recruitment Cases,Underage Soldier Recruitment Events
6664,Youth Militant Recruitment Cases,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Childsoldier Recruitment Cases,Youth Militant Recruitment Cases
6665,Child Warrior Recruitment Incidents,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Childsoldier Recruitment Cases,Child Warrior Recruitment Incidents
6666,Minor Combatant Enlistment Cases,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Childsoldier Recruitment Cases,Minor Combatant Enlistment Cases
6667,Trauma Affected Child Populations,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Trauma Affected Child Populations,
6668,Access to Psychosocial Support Services,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Trauma Affected Child Populations,Access to Psychosocial Support Services
6669,Prevalence of PTSD Symptoms,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Trauma Affected Child Populations,Prevalence of PTSD Symptoms
6670,Community Reintegration Opportunities,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Trauma Affected Child Populations,Community Reintegration Opportunities
6671,Children in crisis,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Trauma Affected Child Populations,Children in crisis
6672,At-risk youth,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Trauma Affected Child Populations,At-risk youth
6673,Trauma-impacted children,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Trauma Affected Child Populations,Trauma-impacted children
6674,Adversity-affected youth,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Trauma Affected Child Populations,Adversity-affected youth
6675,Children exposed to trauma,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Trauma Affected Child Populations,Children exposed to trauma
6676,Vulnerable child populations,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Trauma Affected Child Populations,Vulnerable child populations
6677,Emotionally distressed children,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Trauma Affected Child Populations,Emotionally distressed children
6678,Children with adverse childhood experiences,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Trauma Affected Child Populations,Children with adverse childhood experiences
6679,Psychologically affected youth,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Trauma Affected Child Populations,Psychologically affected youth
6680,High-needs child populations,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Trauma Affected Child Populations,High-needs child populations
6681,Orphanhood Rates in Conflict Zones,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Orphanhood Rates in Conflict Zones,
6682,Child Abandonment Incidents,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Orphanhood Rates in Conflict Zones,Child Abandonment Incidents
6683,Extended Family Care Capacities,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Orphanhood Rates in Conflict Zones,Extended Family Care Capacities
6684,Child Displacement in War Areas,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Orphanhood Rates in Conflict Zones,Child Displacement in War Areas
6685,Youth Abandonment in Conflict Regions,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Orphanhood Rates in Conflict Zones,Youth Abandonment in Conflict Regions
6686,Orphan Statistics in Battlegrounds,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Orphanhood Rates in Conflict Zones,Orphan Statistics in Battlegrounds
6687,Childhood Loss in War-Torn Zones,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Orphanhood Rates in Conflict Zones,Childhood Loss in War-Torn Zones
6688,Orphan Incidence in Hostile Environments,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Orphanhood Rates in Conflict Zones,Orphan Incidence in Hostile Environments
6689,Youth Orphanhood in Armed Conflicts,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Orphanhood Rates in Conflict Zones,Youth Orphanhood in Armed Conflicts
6690,Child Vulnerability in Warfare Areas,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Orphanhood Rates in Conflict Zones,Child Vulnerability in Warfare Areas
6691,Child Injury Events,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Child Injury Events,
6692,Youth Accident Cases,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Youth Accident Cases,
6693,Minor Casualty Situations,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Minor Casualty Situations,
6694,Adolescent Harm Incidents,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Adolescent Harm Incidents,
6695,Juvenile Injury Occurrences,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Juvenile Injury Occurrences,
6696,Kid Accident Reports,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Kid Accident Reports,
6697,Childhood Injury Cases,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Childhood Injury Cases,
6698,Youngster Casualty Events,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Youngster Casualty Events,
6699,Pediatric Injury Incidents,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Pediatric Injury Incidents,
6700,Child Safety Incidents,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Child Safety Incidents,
6701,Minor Accident Reports,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Minor Accident Reports,
6702,Youth Injury Events,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Youth Injury Events,
6703,Childhood Casualty Cases,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Child Casualty Incidents,Childhood Casualty Cases,
6704,Fatalities,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Fatalities,,
6705,Death toll,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Death toll,,
6706,Casualty figures,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Casualty figures,,
6707,Loss of life,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Loss of life,,
6708,Injury tally,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Injury tally,,
6709,Victim count,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Victim count,,
6710,Casualty report,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Casualty report,,
6711,Casualty statistics,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Casualty statistics,,
6712,Human cost,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Human cost,,
6713,Casualty assessment,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Casualty assessment,,
6714,Wounded count,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Wounded count,,
6715,Survivor tally,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Survivor tally,,
6716,Incident report,Social Conflict Intensity,Number of Violent Incidents,Casualty Count,Incident report,,
6717,Conflict Duration,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,,,
6718,Negotiation Timeline,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,,
6719,Number of Negotiation Rounds,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Number of Negotiation Rounds,
6720,Stakeholder Participation Levels,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Number of Negotiation Rounds,Stakeholder Participation Levels
6721,Complexity of Issues Addressed,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Number of Negotiation Rounds,Complexity of Issues Addressed
6722,Number of Mediators Involved,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Number of Negotiation Rounds,Number of Mediators Involved
6723,Count of Negotiation Sessions,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Number of Negotiation Rounds,Count of Negotiation Sessions
6724,Total Negotiation Phases,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Number of Negotiation Rounds,Total Negotiation Phases
6725,Rounds of Negotiation,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Number of Negotiation Rounds,Rounds of Negotiation
6726,Negotiation Cycle Count,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Number of Negotiation Rounds,Negotiation Cycle Count
6727,Negotiation Round Total,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Number of Negotiation Rounds,Negotiation Round Total
6728,Number of Bargaining Stages,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Number of Negotiation Rounds,Number of Bargaining Stages
6729,Count of Discussion Rounds,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Number of Negotiation Rounds,Count of Discussion Rounds
6730,Total Number of Negotiation Meetings,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Number of Negotiation Rounds,Total Number of Negotiation Meetings
6731,Negotiation Iteration Count,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Number of Negotiation Rounds,Negotiation Iteration Count
6732,Rounds of Discussion,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Number of Negotiation Rounds,Rounds of Discussion
6733,Duration of Active Dialogue,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Duration of Active Dialogue,
6734,Length of Discourse Sessions,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Duration of Active Dialogue,Length of Discourse Sessions
6735,Time Spent in Formal Debates,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Duration of Active Dialogue,Time Spent in Formal Debates
6736,Hours of Community Engagement,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Duration of Active Dialogue,Hours of Community Engagement
6737,Duration of Collaborative Workshops,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Duration of Active Dialogue,Duration of Collaborative Workshops
6738,Length of Engagement,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Duration of Active Dialogue,Length of Engagement
6739,Period of Interaction,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Duration of Active Dialogue,Period of Interaction
6740,Time of Communication,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Duration of Active Dialogue,Time of Communication
6741,Span of Discussion,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Duration of Active Dialogue,Span of Discussion
6742,Interval of Conversation,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Duration of Active Dialogue,Interval of Conversation
6743,Duration of Exchange,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Duration of Active Dialogue,Duration of Exchange
6744,Active Communication Period,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Duration of Active Dialogue,Active Communication Period
6745,Time Frame of Dialogue,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Duration of Active Dialogue,Time Frame of Dialogue
6746,Length of Discourse,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Duration of Active Dialogue,Length of Discourse
6747,Duration of Conversation,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Duration of Active Dialogue,Duration of Conversation
6748,Engagement Time,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Duration of Active Dialogue,Engagement Time
6749,Active Talk Duration,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Duration of Active Dialogue,Active Talk Duration
6750,Communication Span,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Duration of Active Dialogue,Communication Span
6751,Negotiation Schedule,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Negotiation Schedule,
6752,Bargaining Timeline,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Bargaining Timeline,
6753,Discussion Timeline,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Discussion Timeline,
6754,Agreement Schedule,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Agreement Schedule,
6755,Negotiation Calendar,Social Conflict Intensity,Number of Violent Incidents,Conflict Duration,Negotiation Timeline,Negotiation Calendar,
