,topic,category 0,category 1,category 2,category 3
1721,Sediment Assessment,Marine Environmental Quality,Sediment Quality,Sediment Assessment,
1722,Sediment Status,Marine Environmental Quality,Sediment Quality,Sediment Status,
1723,Sediment Characteristics,Marine Environmental Quality,Sediment Quality,Sediment Characteristics,
1724,Sediment Pollution Level,Marine Environmental Quality,Sediment Quality,Sediment Pollution Level,
1725,Sediment Purity,Marine Environmental Quality,Sediment Quality,Sediment Purity,
1726,Sediment Contamination,Marine Environmental Quality,Sediment Quality,Sediment Contamination,
1727,Sediment Analysis,Marine Environmental Quality,Sediment Quality,Sediment Analysis,
1728,Sediment Toxicity,Marine Environmental Quality,Sediment Quality,Sediment Toxicity,
1729,Sediment Ecosystem Quality,Marine Environmental Quality,Sediment Quality,Sediment Ecosystem Quality,
1730,Sediment Environmental Quality,Marine Environmental Quality,Sediment Quality,Sediment Environmental Quality,
1731,Chemical Contaminant Concentration,Marine Environmental Quality,Chemical Contaminant Concentration,,
1732,Heavy Metal Levels in Marine Sediments,Marine Environmental Quality,Chemical Contaminant Concentration,Heavy Metal Levels in Marine Sediments,
1733,Concentration of Lead in Offshore Sediments,Marine Environmental Quality,Chemical Contaminant Concentration,Heavy Metal Levels in Marine Sediments,Concentration of Lead in Offshore Sediments
1734,Mercury Content in Subtidal Zones,Marine Environmental Quality,Chemical Contaminant Concentration,Heavy Metal Levels in Marine Sediments,Mercury Content in Subtidal Zones
1735,Cadmium Levels in Seabed Deposits,Marine Environmental Quality,Chemical Contaminant Concentration,Heavy Metal Levels in Marine Sediments,Cadmium Levels in Seabed Deposits
1736,Copper Accumulation in Benthic Layers,Marine Environmental Quality,Chemical Contaminant Concentration,Heavy Metal Levels in Marine Sediments,Copper Accumulation in Benthic Layers
1737,Nickel Presence in Sediment Particles,Marine Environmental Quality,Chemical Contaminant Concentration,Heavy Metal Levels in Marine Sediments,Nickel Presence in Sediment Particles
1738,Metal Concentrations in Ocean Bottom Sediments,Marine Environmental Quality,Chemical Contaminant Concentration,Heavy Metal Levels in Marine Sediments,Metal Concentrations in Ocean Bottom Sediments
1739,Metallic Contaminants in Marine Sediments,Marine Environmental Quality,Chemical Contaminant Concentration,Heavy Metal Levels in Marine Sediments,Metallic Contaminants in Marine Sediments
1740,Heavy Metal Concentrations in Seafloor Deposits,Marine Environmental Quality,Chemical Contaminant Concentration,Heavy Metal Levels in Marine Sediments,Heavy Metal Concentrations in Seafloor Deposits
1741,Trace Metal Content in Marine Sedimentary Layers,Marine Environmental Quality,Chemical Contaminant Concentration,Heavy Metal Levels in Marine Sediments,Trace Metal Content in Marine Sedimentary Layers
1742,Metal Pollution in Oceanic Sediments,Marine Environmental Quality,Chemical Contaminant Concentration,Heavy Metal Levels in Marine Sediments,Metal Pollution in Oceanic Sediments
1743,Heavy Metal Accumulation in Marine Soil,Marine Environmental Quality,Chemical Contaminant Concentration,Heavy Metal Levels in Marine Sediments,Heavy Metal Accumulation in Marine Soil
1744,Sedimentary Heavy Metal Concentrations,Marine Environmental Quality,Chemical Contaminant Concentration,Heavy Metal Levels in Marine Sediments,Sedimentary Heavy Metal Concentrations
1745,Marine Sediment Metal Profiles,Marine Environmental Quality,Chemical Contaminant Concentration,Heavy Metal Levels in Marine Sediments,Marine Sediment Metal Profiles
1746,Trace Element Levels in Marine Sediments,Marine Environmental Quality,Chemical Contaminant Concentration,Heavy Metal Levels in Marine Sediments,Trace Element Levels in Marine Sediments
1747,Heavy Metal Deposits in Ocean Sediments,Marine Environmental Quality,Chemical Contaminant Concentration,Heavy Metal Levels in Marine Sediments,Heavy Metal Deposits in Ocean Sediments
1748,Sediment-bound Heavy Metals in Marine Environments,Marine Environmental Quality,Chemical Contaminant Concentration,Heavy Metal Levels in Marine Sediments,Sediment-bound Heavy Metals in Marine Environments
1749,Marine Sediment Metal Analysis,Marine Environmental Quality,Chemical Contaminant Concentration,Heavy Metal Levels in Marine Sediments,Marine Sediment Metal Analysis
1750,Contaminant Metal Levels in Marine Sediments,Marine Environmental Quality,Chemical Contaminant Concentration,Heavy Metal Levels in Marine Sediments,Contaminant Metal Levels in Marine Sediments
1751,Heavy Metal Distribution in Coastal Sediments,Marine Environmental Quality,Chemical Contaminant Concentration,Heavy Metal Levels in Marine Sediments,Heavy Metal Distribution in Coastal Sediments
1752,Ocean Floor Metal Concentrations,Marine Environmental Quality,Chemical Contaminant Concentration,Heavy Metal Levels in Marine Sediments,Ocean Floor Metal Concentrations
1753,Sediment Heavy Metal Assessment,Marine Environmental Quality,Chemical Contaminant Concentration,Heavy Metal Levels in Marine Sediments,Sediment Heavy Metal Assessment
1754,Persistent Organic Pollutants in Coastal Waters,Marine Environmental Quality,Chemical Contaminant Concentration,Persistent Organic Pollutants in Coastal Waters,
1755,Concentration of Polychlorinated Biphenyls (PCBs),Marine Environmental Quality,Chemical Contaminant Concentration,Persistent Organic Pollutants in Coastal Waters,Concentration of Polychlorinated Biphenyls (PCBs)
1756,Levels of Polycyclic Aromatic Hydrocarbons (PAHs),Marine Environmental Quality,Chemical Contaminant Concentration,Persistent Organic Pollutants in Coastal Waters,Levels of Polycyclic Aromatic Hydrocarbons (PAHs)
1757,Dioxin and Furan Levels,Marine Environmental Quality,Chemical Contaminant Concentration,Persistent Organic Pollutants in Coastal Waters,Dioxin and Furan Levels
1758,Pesticide Residues,Marine Environmental Quality,Chemical Contaminant Concentration,Persistent Organic Pollutants in Coastal Waters,Pesticide Residues
1759,Presence of Flame Retardants,Marine Environmental Quality,Chemical Contaminant Concentration,Persistent Organic Pollutants in Coastal Waters,Presence of Flame Retardants
1760,Concentration of Phthalates,Marine Environmental Quality,Chemical Contaminant Concentration,Persistent Organic Pollutants in Coastal Waters,Concentration of Phthalates
1761,Coastal Persistent Organic Contaminants,Marine Environmental Quality,Chemical Contaminant Concentration,Persistent Organic Pollutants in Coastal Waters,Coastal Persistent Organic Contaminants
1762,Marine Organic Pollutants,Marine Environmental Quality,Chemical Contaminant Concentration,Persistent Organic Pollutants in Coastal Waters,Marine Organic Pollutants
1763,Coastal Water Contaminants,Marine Environmental Quality,Chemical Contaminant Concentration,Persistent Organic Pollutants in Coastal Waters,Coastal Water Contaminants
1764,Persistent Organic Chemicals in Marine Environments,Marine Environmental Quality,Chemical Contaminant Concentration,Persistent Organic Pollutants in Coastal Waters,Persistent Organic Chemicals in Marine Environments
1765,Coastal Toxic Organic Substances,Marine Environmental Quality,Chemical Contaminant Concentration,Persistent Organic Pollutants in Coastal Waters,Coastal Toxic Organic Substances
1766,Organic Pollutants in Coastal Ecosystems,Marine Environmental Quality,Chemical Contaminant Concentration,Persistent Organic Pollutants in Coastal Waters,Organic Pollutants in Coastal Ecosystems
1767,Persistent Organic Pollutants in Marine Waters,Marine Environmental Quality,Chemical Contaminant Concentration,Persistent Organic Pollutants in Coastal Waters,Persistent Organic Pollutants in Marine Waters
1768,Coastal Environmental Contaminants,Marine Environmental Quality,Chemical Contaminant Concentration,Persistent Organic Pollutants in Coastal Waters,Coastal Environmental Contaminants
1769,Marine Persistent Organic Pollutants,Marine Environmental Quality,Chemical Contaminant Concentration,Persistent Organic Pollutants in Coastal Waters,Marine Persistent Organic Pollutants
1770,Coastal Toxicants,Marine Environmental Quality,Chemical Contaminant Concentration,Persistent Organic Pollutants in Coastal Waters,Coastal Toxicants
1771,Organic Environmental Pollutants in Coastal Regions,Marine Environmental Quality,Chemical Contaminant Concentration,Persistent Organic Pollutants in Coastal Waters,Organic Environmental Pollutants in Coastal Regions
1772,Persistent Organic Pollutants in Aquatic Systems,Marine Environmental Quality,Chemical Contaminant Concentration,Persistent Organic Pollutants in Coastal Waters,Persistent Organic Pollutants in Aquatic Systems
1773,Pollutant Level,Marine Environmental Quality,Chemical Contaminant Concentration,Pollutant Level,
1774,Toxic Substance Density,Marine Environmental Quality,Chemical Contaminant Concentration,Toxic Substance Density,
1775,Contaminant Load,Marine Environmental Quality,Chemical Contaminant Concentration,Contaminant Load,
1776,Chemical Pollution Concentration,Marine Environmental Quality,Chemical Contaminant Concentration,Chemical Pollution Concentration,
1777,Marine Litter Accumulation,Marine Environmental Quality,Marine Litter Accumulation,,
1778,Plastic Debris Density,Marine Environmental Quality,Marine Litter Accumulation,Plastic Debris Density,
1779,Seabed Plastic Accumulation,Marine Environmental Quality,Marine Litter Accumulation,Plastic Debris Density,Seabed Plastic Accumulation
1780,Water Column Plastic Concentration,Marine Environmental Quality,Marine Litter Accumulation,Plastic Debris Density,Water Column Plastic Concentration
1781,Ocean Surface Plastic Density,Marine Environmental Quality,Marine Litter Accumulation,Plastic Debris Density,Ocean Surface Plastic Density
1782,Plastic Waste Concentration,Marine Environmental Quality,Marine Litter Accumulation,Plastic Debris Density,Plastic Waste Concentration
1783,Plastic Pollution Density,Marine Environmental Quality,Marine Litter Accumulation,Plastic Debris Density,Plastic Pollution Density
1784,Synthetic Material Density,Marine Environmental Quality,Marine Litter Accumulation,Plastic Debris Density,Synthetic Material Density
1785,Polymer Debris Concentration,Marine Environmental Quality,Marine Litter Accumulation,Plastic Debris Density,Polymer Debris Concentration
1786,Microplastic Density,Marine Environmental Quality,Marine Litter Accumulation,Plastic Debris Density,Microplastic Density
1787,Plastic Particulate Density,Marine Environmental Quality,Marine Litter Accumulation,Plastic Debris Density,Plastic Particulate Density
1788,Plastic Contamination Level,Marine Environmental Quality,Marine Litter Accumulation,Plastic Debris Density,Plastic Contamination Level
1789,Plastic Fragment Density,Marine Environmental Quality,Marine Litter Accumulation,Plastic Debris Density,Plastic Fragment Density
1790,Microplastic Concentration,Marine Environmental Quality,Marine Litter Accumulation,Microplastic Concentration,
1791,Microplastic Particle Density,Marine Environmental Quality,Marine Litter Accumulation,Microplastic Concentration,Microplastic Particle Density
1792,Microplastic Accumulation in Sediments,Marine Environmental Quality,Marine Litter Accumulation,Microplastic Concentration,Microplastic Accumulation in Sediments
1793,Microplastic Ingestion by Marine Organisms,Marine Environmental Quality,Marine Litter Accumulation,Microplastic Concentration,Microplastic Ingestion by Marine Organisms
1794,Microplastic Fiber Concentration in Water Columns,Marine Environmental Quality,Marine Litter Accumulation,Microplastic Concentration,Microplastic Fiber Concentration in Water Columns
1795,Microplastic Distribution in Coral Reefs,Marine Environmental Quality,Marine Litter Accumulation,Microplastic Concentration,Microplastic Distribution in Coral Reefs
1796,Microplastic Levels,Marine Environmental Quality,Marine Litter Accumulation,Microplastic Concentration,Microplastic Levels
1797,Microplastic Abundance,Marine Environmental Quality,Marine Litter Accumulation,Microplastic Concentration,Microplastic Abundance
1798,Microplastic Load,Marine Environmental Quality,Marine Litter Accumulation,Microplastic Concentration,Microplastic Load
1799,Microplastic Content,Marine Environmental Quality,Marine Litter Accumulation,Microplastic Concentration,Microplastic Content
1800,Microplastic Quantity,Marine Environmental Quality,Marine Litter Accumulation,Microplastic Concentration,Microplastic Quantity
1801,Microplastic Presence,Marine Environmental Quality,Marine Litter Accumulation,Microplastic Concentration,Microplastic Presence
1802,Microplastic Accumulation,Marine Environmental Quality,Marine Litter Accumulation,Microplastic Concentration,Microplastic Accumulation
1803,Microplastic Measurement,Marine Environmental Quality,Marine Litter Accumulation,Microplastic Concentration,Microplastic Measurement
1804,Microplastic Pollution Rate,Marine Environmental Quality,Marine Litter Accumulation,Microplastic Concentration,Microplastic Pollution Rate
1805,Microplastic Distribution,Marine Environmental Quality,Marine Litter Accumulation,Microplastic Concentration,Microplastic Distribution
1806,Microplastic Infestation,Marine Environmental Quality,Marine Litter Accumulation,Microplastic Concentration,Microplastic Infestation
1807,Floating Debris Coverage,Marine Environmental Quality,Marine Litter Accumulation,Floating Debris Coverage,
1808,Presence of Oil-based Debris,Marine Environmental Quality,Marine Litter Accumulation,Floating Debris Coverage,Presence of Oil-based Debris
1809,Buoy Density in Marine Areas,Marine Environmental Quality,Marine Litter Accumulation,Floating Debris Coverage,Buoy Density in Marine Areas
1810,Storm-related Debris Incidents,Marine Environmental Quality,Marine Litter Accumulation,Floating Debris Coverage,Storm-related Debris Incidents
1811,Driftwood Insurance,Marine Environmental Quality,Marine Litter Accumulation,Floating Debris Coverage,Driftwood Insurance
1812,Flotsam Protection,Marine Environmental Quality,Marine Litter Accumulation,Floating Debris Coverage,Flotsam Protection
1813,Surface Debris Coverage,Marine Environmental Quality,Marine Litter Accumulation,Floating Debris Coverage,Surface Debris Coverage
1814,Marine Debris Insurance,Marine Environmental Quality,Marine Litter Accumulation,Floating Debris Coverage,Marine Debris Insurance
1815,Waterborne Debris Protection,Marine Environmental Quality,Marine Litter Accumulation,Floating Debris Coverage,Waterborne Debris Protection
1816,Floating Waste Coverage,Marine Environmental Quality,Marine Litter Accumulation,Floating Debris Coverage,Floating Waste Coverage
1817,Littering Rate on Shorelines,Marine Environmental Quality,Marine Litter Accumulation,Littering Rate on Shorelines,
1818,Organic Waste Accumulation,Marine Environmental Quality,Marine Litter Accumulation,Littering Rate on Shorelines,Organic Waste Accumulation
1819,Chemical Pollutant Levels,Marine Environmental Quality,Marine Litter Accumulation,Littering Rate on Shorelines,Chemical Pollutant Levels
1820,Shoreline Waste Index,Marine Environmental Quality,Marine Litter Accumulation,Littering Rate on Shorelines,Shoreline Waste Index
1821,Coastal Debris Level,Marine Environmental Quality,Marine Litter Accumulation,Littering Rate on Shorelines,Coastal Debris Level
1822,Beach Pollution Rate,Marine Environmental Quality,Marine Litter Accumulation,Littering Rate on Shorelines,Beach Pollution Rate
1823,Marine Litter Frequency,Marine Environmental Quality,Marine Litter Accumulation,Littering Rate on Shorelines,Marine Litter Frequency
1824,Ocean Waste Buildup,Marine Environmental Quality,Marine Litter Accumulation,Ocean Waste Buildup,
1825,Seaside Debris Collection,Marine Environmental Quality,Marine Litter Accumulation,Seaside Debris Collection,
1826,Marine Trash Accumulation,Marine Environmental Quality,Marine Litter Accumulation,Marine Trash Accumulation,
1827,Coastal Refuse Gathering,Marine Environmental Quality,Marine Litter Accumulation,Coastal Refuse Gathering,
1828,Aquatic Litter Aggregation,Marine Environmental Quality,Marine Litter Accumulation,Aquatic Litter Aggregation,
1829,Waterway Pollution Accumulation,Marine Environmental Quality,Marine Litter Accumulation,Waterway Pollution Accumulation,
1830,Nautical Waste Accrual,Marine Environmental Quality,Marine Litter Accumulation,Nautical Waste Accrual,
1831,Sea Debris Accumulation,Marine Environmental Quality,Marine Litter Accumulation,Sea Debris Accumulation,
1832,Seawater Nutrient Concentration,Marine Environmental Quality,Seawater Nutrient Concentration,,
1833,Iron Content,Marine Environmental Quality,Seawater Nutrient Concentration,Iron Content,
1834,Particulate Iron Deposition,Marine Environmental Quality,Seawater Nutrient Concentration,Iron Content,Particulate Iron Deposition
1835,Dissolved Iron Concentration,Marine Environmental Quality,Seawater Nutrient Concentration,Iron Content,Dissolved Iron Concentration
1836,Sediment Iron Content,Marine Environmental Quality,Seawater Nutrient Concentration,Iron Content,Sediment Iron Content
1837,Iron Bioavailability,Marine Environmental Quality,Seawater Nutrient Concentration,Iron Content,Iron Bioavailability
1838,Iron Sequestration in Marine Organisms,Marine Environmental Quality,Seawater Nutrient Concentration,Iron Content,Iron Sequestration in Marine Organisms
1839,Iron Concentration,Marine Environmental Quality,Seawater Nutrient Concentration,Iron Content,Iron Concentration
1840,Iron Level,Marine Environmental Quality,Seawater Nutrient Concentration,Iron Content,Iron Level
1841,Iron Concentration Level,Marine Environmental Quality,Seawater Nutrient Concentration,Iron Content,Iron Concentration Level
1842,Iron Quantity,Marine Environmental Quality,Seawater Nutrient Concentration,Iron Content,Iron Quantity
1843,Iron Amount,Marine Environmental Quality,Seawater Nutrient Concentration,Iron Content,Iron Amount
1844,Iron Proportion,Marine Environmental Quality,Seawater Nutrient Concentration,Iron Content,Iron Proportion
1845,Iron Density,Marine Environmental Quality,Seawater Nutrient Concentration,Iron Content,Iron Density
1846,Iron Concentration Rate,Marine Environmental Quality,Seawater Nutrient Concentration,Iron Content,Iron Concentration Rate
1847,Iron Presence,Marine Environmental Quality,Seawater Nutrient Concentration,Iron Content,Iron Presence
1848,Iron Composition,Marine Environmental Quality,Seawater Nutrient Concentration,Iron Content,Iron Composition
1849,Iron Measurement,Marine Environmental Quality,Seawater Nutrient Concentration,Iron Content,Iron Measurement
1850,Iron Concentration Ratio,Marine Environmental Quality,Seawater Nutrient Concentration,Iron Content,Iron Concentration Ratio
1851,Iron Content Level,Marine Environmental Quality,Seawater Nutrient Concentration,Iron Content,Iron Content Level
1852,Ferrous Content,Marine Environmental Quality,Seawater Nutrient Concentration,Iron Content,Ferrous Content
1853,Iron Concentration Value,Marine Environmental Quality,Seawater Nutrient Concentration,Iron Content,Iron Concentration Value
1854,Iron Supply,Marine Environmental Quality,Seawater Nutrient Concentration,Iron Content,Iron Supply
1855,Dissolved Organic Carbon,Marine Environmental Quality,Seawater Nutrient Concentration,Dissolved Organic Carbon,
1856,Concentration of Aromatic Compounds,Marine Environmental Quality,Seawater Nutrient Concentration,Dissolved Organic Carbon,Concentration of Aromatic Compounds
1857,Particulate Organic Carbon Levels,Marine Environmental Quality,Seawater Nutrient Concentration,Dissolved Organic Carbon,Particulate Organic Carbon Levels
1858,Sedimentary Organic Matter Content,Marine Environmental Quality,Seawater Nutrient Concentration,Dissolved Organic Carbon,Sedimentary Organic Matter Content
1859,Photochemical Degradation Rates,Marine Environmental Quality,Seawater Nutrient Concentration,Dissolved Organic Carbon,Photochemical Degradation Rates
1860,Dissolved Organic Matter,Marine Environmental Quality,Seawater Nutrient Concentration,Dissolved Organic Carbon,Dissolved Organic Matter
1861,Dissolved Organic Substances,Marine Environmental Quality,Seawater Nutrient Concentration,Dissolved Organic Carbon,Dissolved Organic Substances
1862,Dissolved Organic Compounds,Marine Environmental Quality,Seawater Nutrient Concentration,Dissolved Organic Carbon,Dissolved Organic Compounds
1863,Dissolved Carbon Compounds,Marine Environmental Quality,Seawater Nutrient Concentration,Dissolved Organic Carbon,Dissolved Carbon Compounds
1864,Organic Carbon in Solution,Marine Environmental Quality,Seawater Nutrient Concentration,Dissolved Organic Carbon,Organic Carbon in Solution
1865,Soluble Organic Carbon,Marine Environmental Quality,Seawater Nutrient Concentration,Dissolved Organic Carbon,Soluble Organic Carbon
1866,Biologically Available Carbon,Marine Environmental Quality,Seawater Nutrient Concentration,Dissolved Organic Carbon,Biologically Available Carbon
1867,Dissolved Carbonaceous Material,Marine Environmental Quality,Seawater Nutrient Concentration,Dissolved Organic Carbon,Dissolved Carbonaceous Material
1868,Ammonium Presence,Marine Environmental Quality,Seawater Nutrient Concentration,Ammonium Presence,
1869,Ammonium Concentration in Seawater,Marine Environmental Quality,Seawater Nutrient Concentration,Ammonium Presence,Ammonium Concentration in Seawater
1870,Ammonium Assimilation by Marine Organisms,Marine Environmental Quality,Seawater Nutrient Concentration,Ammonium Presence,Ammonium Assimilation by Marine Organisms
1871,Ammonium Sedimentation Rates,Marine Environmental Quality,Seawater Nutrient Concentration,Ammonium Presence,Ammonium Sedimentation Rates
1872,Ammonium Transformation in Coastal Zones,Marine Environmental Quality,Seawater Nutrient Concentration,Ammonium Presence,Ammonium Transformation in Coastal Zones
1873,Ammonium Detection,Marine Environmental Quality,Seawater Nutrient Concentration,Ammonium Presence,Ammonium Detection
1874,Ammonium Concentration,Marine Environmental Quality,Seawater Nutrient Concentration,Ammonium Presence,Ammonium Concentration
1875,Ammonium Levels,Marine Environmental Quality,Seawater Nutrient Concentration,Ammonium Presence,Ammonium Levels
1876,Ammonium Existence,Marine Environmental Quality,Seawater Nutrient Concentration,Ammonium Presence,Ammonium Existence
1877,Ammonium Availability,Marine Environmental Quality,Seawater Nutrient Concentration,Ammonium Presence,Ammonium Availability
1878,Ammonium Occurrence,Marine Environmental Quality,Seawater Nutrient Concentration,Ammonium Presence,Ammonium Occurrence
1879,Ammonium Measurement,Marine Environmental Quality,Seawater Nutrient Concentration,Ammonium Presence,Ammonium Measurement
1880,Ammonium Manifestation,Marine Environmental Quality,Seawater Nutrient Concentration,Ammonium Presence,Ammonium Manifestation
1881,Nitrate Availability,Marine Environmental Quality,Seawater Nutrient Concentration,Nitrate Availability,
1882,Algal Bloom Formation,Marine Environmental Quality,Seawater Nutrient Concentration,Nitrate Availability,Algal Bloom Formation
1883,Zooplankton Growth Rates,Marine Environmental Quality,Seawater Nutrient Concentration,Nitrate Availability,Zooplankton Growth Rates
1884,Nitrate Accessibility,Marine Environmental Quality,Seawater Nutrient Concentration,Nitrate Availability,Nitrate Accessibility
1885,Nitrate Supply,Marine Environmental Quality,Seawater Nutrient Concentration,Nitrate Availability,Nitrate Supply
1886,Nitrate Presence,Marine Environmental Quality,Seawater Nutrient Concentration,Nitrate Availability,Nitrate Presence
1887,Nitrate Levels,Marine Environmental Quality,Seawater Nutrient Concentration,Nitrate Availability,Nitrate Levels
1888,Marine Nutrient Levels,Marine Environmental Quality,Seawater Nutrient Concentration,Marine Nutrient Levels,
1889,Ocean Nutrient Density,Marine Environmental Quality,Seawater Nutrient Concentration,Ocean Nutrient Density,
1890,Seawater Nutrient Content,Marine Environmental Quality,Seawater Nutrient Concentration,Seawater Nutrient Content,
1891,Saltwater Nutrient Concentration,Marine Environmental Quality,Seawater Nutrient Concentration,Saltwater Nutrient Concentration,
1892,Aquatic Nutrient Concentration,Marine Environmental Quality,Seawater Nutrient Concentration,Aquatic Nutrient Concentration,
1893,Oceanic Nutrient Levels,Marine Environmental Quality,Seawater Nutrient Concentration,Oceanic Nutrient Levels,
1894,Seawater Nutrient Profile,Marine Environmental Quality,Seawater Nutrient Concentration,Seawater Nutrient Profile,
1895,Marine Nutrient Concentration,Marine Environmental Quality,Seawater Nutrient Concentration,Marine Nutrient Concentration,
1896,Saline Nutrient Concentration,Marine Environmental Quality,Seawater Nutrient Concentration,Saline Nutrient Concentration,
1897,Seawater Nutrient Composition,Marine Environmental Quality,Seawater Nutrient Concentration,Seawater Nutrient Composition,
1898,Nutrient Load in Seawater,Marine Environmental Quality,Seawater Nutrient Concentration,Nutrient Load in Seawater,
1899,Nutrient Availability in Oceans,Marine Environmental Quality,Seawater Nutrient Concentration,Nutrient Availability in Oceans,
1900,Marine Nutrient Dynamics,Marine Environmental Quality,Seawater Nutrient Concentration,Marine Nutrient Dynamics,
1901,Nutrient Concentration in Saltwater,Marine Environmental Quality,Seawater Nutrient Concentration,Nutrient Concentration in Saltwater,
1902,Seawater Fertility Index,Marine Environmental Quality,Seawater Nutrient Concentration,Seawater Fertility Index,
1903,Oceanic Nutrient Composition,Marine Environmental Quality,Seawater Nutrient Concentration,Oceanic Nutrient Composition,
1904,Marine Ecosystem Health,Marine Environmental Quality,Marine Ecosystem Health,,
1905,Oceanic Environmental Standards,Marine Environmental Quality,Oceanic Environmental Standards,,
1906,Aquatic Environmental Quality,Marine Environmental Quality,Aquatic Environmental Quality,,
1907,Marine Habitat Integrity,Marine Environmental Quality,Marine Habitat Integrity,,
1908,Ocean Health Assessment,Marine Environmental Quality,Ocean Health Assessment,,
1909,Marine Biodiversity Quality,Marine Environmental Quality,Marine Biodiversity Quality,,
1910,Coastal Environmental Quality,Marine Environmental Quality,Coastal Environmental Quality,,
1911,Seawater Quality,Marine Environmental Quality,Seawater Quality,,
1912,Marine Pollution Levels,Marine Environmental Quality,Marine Pollution Levels,,
1913,Aquatic Ecosystem Quality,Marine Environmental Quality,Aquatic Ecosystem Quality,,
1914,Marine Conservation Status,Marine Environmental Quality,Marine Conservation Status,,
1915,Oceanic Ecosystem Quality,Marine Environmental Quality,Oceanic Ecosystem Quality,,
1916,Marine Resource Sustainability,Marine Environmental Quality,Marine Resource Sustainability,,
1917,Coastal Waters Health,Marine Environmental Quality,Coastal Waters Health,,
1918,Marine Environment Assessment,Marine Environmental Quality,Marine Environment Assessment,,
1919,Oceanic Biodiversity Health,Marine Environmental Quality,Oceanic Biodiversity Health,,
1920,Fisheries Economic Performance,Fisheries Economic Performance,,,
1921,Revenue from Fisheries,Fisheries Economic Performance,Revenue from Fisheries,,
1922,Volume of Fish Harvested,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,
1923,Catch per Unit Effort,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Catch per Unit Effort
1924,Size Composition of Catch,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Size Composition of Catch
1925,Species Diversity in Catch,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Species Diversity in Catch
1926,Proportion of Bycatch,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Proportion of Bycatch
1927,Economic Value of Fish Caught,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Economic Value of Fish Caught
1928,Market Demand for Fish Species,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Market Demand for Fish Species
1929,Seasonality of Fish Availability,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Seasonality of Fish Availability
1930,Fish Catch Volume,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Fish Catch Volume
1931,Total Fish Harvest,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Total Fish Harvest
1932,Fish Yield,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Fish Yield
1933,Quantity of Fish Collected,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Quantity of Fish Collected
1934,Fish Production Volume,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Fish Production Volume
1935,Fish Capture Amount,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Fish Capture Amount
1936,Harvested Fish Quantity,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Harvested Fish Quantity
1937,Fish Landing Volume,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Fish Landing Volume
1938,Fish Extraction Volume,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Fish Extraction Volume
1939,Fish Collection Total,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Fish Collection Total
1940,Fish Harvest Amount,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Fish Harvest Amount
1941,Total Fish Caught,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Total Fish Caught
1942,Fish Output Volume,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Fish Output Volume
1943,Fish Gathering Quantity,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Fish Gathering Quantity
1944,Fish Harvest Total,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Fish Harvest Total
1945,Fish Trawl Volume,Fisheries Economic Performance,Revenue from Fisheries,Volume of Fish Harvested,Fish Trawl Volume
1946,Availability of Fishing Licenses,Fisheries Economic Performance,Revenue from Fisheries,Availability of Fishing Licenses,
1947,Number of Licenses Issued for New Fisheries,Fisheries Economic Performance,Revenue from Fisheries,Availability of Fishing Licenses,Number of Licenses Issued for New Fisheries
1948,Quota Allocations Per License,Fisheries Economic Performance,Revenue from Fisheries,Availability of Fishing Licenses,Quota Allocations Per License
1949,License Renewal rates,Fisheries Economic Performance,Revenue from Fisheries,Availability of Fishing Licenses,License Renewal rates
1950,Cost of Obtaining Fishing Licenses,Fisheries Economic Performance,Revenue from Fisheries,Availability of Fishing Licenses,Cost of Obtaining Fishing Licenses
1951,Duration Length of Fishing Licenses,Fisheries Economic Performance,Revenue from Fisheries,Availability of Fishing Licenses,Duration Length of Fishing Licenses
1952,Types of Fishing Gear Permitted with Licenses,Fisheries Economic Performance,Revenue from Fisheries,Availability of Fishing Licenses,Types of Fishing Gear Permitted with Licenses
